    1      1   -0.5177647E+01
    1      2   -0.2775017E-02
    1      3    0.2491644E-01
    1      4    0.6683712E-02
    1      7    0.3704220E+01
    1      8   -0.5401705E-02
    1      9    0.7937941E-01
    1     10    0.6147806E-01
    1     11    0.2522337E-01
    1     12    0.8178625E-01
    2      1   -0.4535888E-03
    2      2   -0.1802094E-02
    2      3   -0.6729305E-02
    2      4    0.1283370E-02
    2      5    0.1938150E-02
    2      7    0.1777299E-01
    2      8    0.6704357E-02
    2      9   -0.3948658E-01
    2     10    0.1699114E-02
    2     11    0.9350066E-02
    2     12    0.5898170E-01
    3      1    0.2497344E-01
    3      2   -0.4407876E-02
    3      3   -0.8535205E+01
    3      4    0.9217995E+00
    3      5   -0.1237517E+00
    3      6   -0.6154344E-01
    3      7   -0.9967732E-01
    3      8    0.1861211E-01
    3      9    0.2446697E+01
    3     10    0.1078757E+01
    3     11   -0.9746772E-02
    3     12   -0.9853804E-01
    4      1    0.6554349E-02
    4      2    0.1340367E-02
    4      3    0.9241209E+00
    4      4   -0.4674516E+02
    4      5    0.5161006E+01
    4      6   -0.4382471E+00
    4      7   -0.3999563E-01
    4      8   -0.2558984E-02
    4      9   -0.1498304E+00
    4     10    0.8134160E+01
    4     11    0.4200920E+01
    4     12   -0.2349658E+00
    5      2    0.1808787E-02
    5      3   -0.1236947E+00
    5      4    0.5163327E+01
    5      5   -0.1412695E+03
    5      6    0.1627917E+02
    5      7   -0.2522337E-01
    5      8   -0.5731500E-02
    5      9    0.5109785E-01
    5     10   -0.3584397E+00
    5     11    0.1223582E+02
    5     12    0.1061228E+02
    6      3   -0.6167280E-01
    6      4   -0.4381901E+00
    6      5    0.1628149E+02
    6      6   -0.3294165E+03
    6      7   -0.8178625E-01
    6      8   -0.5898170E-01
    6      9    0.4281139E-01
    6     10    0.3085177E+00
    6     11   -0.4182991E+00
    6     12    0.7975183E+01
    7      1    0.3704220E+01
    7      2    0.1632538E-01
    7      3   -0.9979049E-01
    7      4   -0.3991333E-01
    7      5   -0.2522337E-01
    7      6   -0.8178625E-01
    7      7   -0.1073179E+02
    7      8   -0.2960734E-01
    7      9    0.4041527E-01
    7     10   -0.5956936E-02
    7     13    0.6940775E+01
    7     14    0.3393776E-01
    7     15    0.7154234E-02
    7     16    0.4548156E-01
    7     17    0.7667122E-01
    7     18    0.4305870E-01
    8      1   -0.3954098E-02
    8      2    0.6704357E-02
    8      3    0.1716451E-01
    8      4   -0.2672152E-02
    8      5   -0.5649200E-02
    8      6   -0.5898170E-01
    8      7   -0.2034791E-01
    8      8   -0.6717371E-01
    8      9   -0.1560461E-01
    8     10    0.8567039E-02
    8     11    0.7076805E-02
    8     13    0.4237526E-01
    8     14    0.1007832E+00
    8     15   -0.3535053E-01
    8     16    0.2210904E-01
    8     17    0.9601572E-01
    8     18    0.6261379E-01
    9      1    0.7949258E-01
    9      2   -0.3803897E-01
    9      3    0.2446697E+01
    9      4   -0.1512780E+00
    9      5    0.5098468E-01
    9      6    0.4289370E-01
    9      7    0.4126361E-01
    9      8   -0.6345183E-02
    9      9   -0.9685935E+01
    9     10    0.7290969E-01
