    1      1   -0.6208536E-03
    1      2   -0.1230811E-03
    1      3   -0.6652788E-05
    1      4    0.2736701E-05
    1      7    0.4273228E-03
    1      8    0.1269401E-03
    1      9    0.1326362E-04
    1     10   -0.4502141E-05
    2      1   -0.1230811E-03
    2      2   -0.7751601E-03
    2      3   -0.1366581E-03
    2      4   -0.4803341E-05
    2      5    0.3168049E-05
    2      7    0.9577677E-04
    2      8    0.3993191E-03
    2      9    0.1343402E-03
    2     10    0.1460266E-04
    2     11   -0.5397928E-05
    3      1   -0.6652788E-05
    3      2   -0.1366581E-03
    3      3   -0.1032341E-02
    3      4   -0.1570474E-03
    3      5   -0.2219509E-05
    3      6    0.3743492E-05
    3      7    0.9402267E-05
    3      8    0.8278325E-04
    3      9    0.3526463E-03
    3     10    0.1403354E-03
    3     11    0.1609597E-04
    3     12   -0.6258336E-05
    4      1    0.2736701E-05
    4      2   -0.4803341E-05
    4      3   -0.1570474E-03
    4      4   -0.1392395E-02
    4      5   -0.1842491E-03
    4      6    0.1098706E-05
    4      7    0.5639163E-06
    4      8    0.8843817E-05
    4      9    0.6838486E-04
    4     10    0.2873043E-03
    4     11    0.1449257E-03
    4     12    0.1774355E-04
    5      2    0.3168049E-05
    5      3   -0.2219509E-05
    5      4   -0.1842491E-03
    5      5   -0.1855324E-02
    5      6   -0.2182630E-03
    5      8    0.1671899E-05
    5      9    0.8439634E-05
    5     10    0.5258161E-04
    5     11    0.2032932E-03
    5     12    0.1481112E-03
    6      3    0.3743492E-05
    6      4    0.1098706E-05
    6      5   -0.2182630E-03
    6      6   -0.2421127E-02
    6      9    0.2815261E-05
    6     10    0.8189717E-05
    6     11    0.3537349E-04
    6     12    0.1006129E-03
    7      1    0.4273228E-03
    7      2    0.9577677E-04
    7      3    0.9402267E-05
    7      4    0.5639163E-06
    7      7   -0.1205508E-02
    7      8   -0.3395528E-03
    7      9   -0.3580224E-04
    7     10    0.5999764E-05
    7     13    0.7069271E-03
    7     14    0.2470138E-03
    7     15    0.3419449E-04
    7     16   -0.6306156E-05
    8      1    0.1269401E-03
    8      2    0.3993191E-03
    8      3    0.8278325E-04
    8      4    0.8843817E-05
    8      5    0.1671899E-05
    8      7   -0.3395528E-03
    8      8   -0.1275231E-02
    8      9   -0.3483495E-03
    8     10   -0.3452931E-04
    8     11    0.6417195E-05
    8     13    0.2052030E-03
    8     14    0.6930111E-03
    8     15    0.2586722E-03
    8     16    0.3643814E-04
    8     17   -0.7510510E-05
    9      1    0.1326362E-04
    9      2    0.1343402E-03
    9      3    0.3526463E-03
    9      4    0.6838486E-04
    9      5    0.8439634E-05
    9      6    0.2815261E-05
    9      7   -0.3580224E-04
    9      8   -0.3483495E-03
    9      9   -0.1391433E-02
    9     10   -0.3615728E-03
    9     11   -0.3275663E-04
    9     12    0.6973568E-05
    9     13    0.2621660E-04
    9     14    0.1897768E-03
    9     15    0.6698194E-03
    9     16    0.2693814E-03
    9     17    0.3879752E-04
    9     18   -0.8679911E-05
   10      1   -0.4502141E-05
   10      2    0.1460266E-04
   10      3    0.1403354E-03
   10      4    0.2873043E-03
   10      5    0.5258161E-04
   10      6    0.8189717E-05
   10      7    0.5999764E-05
   10      8   -0.3452931E-04
   10      9   -0.3615728E-03
   10     10   -0.1554114E-02
   10     11   -0.3792228E-03
   10     12   -0.3048419E-04
   10     13    0.3559425E-06
   10     14    0.2456575E-04
   10     15    0.1734013E-03
   10     16    0.6373521E-03
   10     17    0.2791413E-03
   10     18    0.4127264E-04
   11      2   -0.5397928E-05
   11      3    0.1609597E-04
   11      4    0.1449257E-03
   11      5    0.2032932E-03
   11      6    0.3537349E-04
   11      8    0.6417195E-05
   11      9   -0.3275663E-04
   11     10   -0.3792228E-03
   11     11   -0.1763274E-02
   11     12   -0.4012994E-03
   11     14    0.1770886E-05
   11     15    0.2303063E-04
   11     16    0.1560765E-03
   11     17    0.5956090E-03
   11     18    0.2879519E-03
   12      3   -0.6258336E-05
   12      4    0.1774355E-04
   12      5    0.1481112E-03
   12      6    0.1006129E-03
   12      9    0.6973568E-05
   12     10   -0.3048419E-04
   12     11   -0.4012994E-03
   12     12   -0.2018913E-02
   12     15    0.3220781E-05
   12     16    0.2161125E-04
   12     17    0.1378024E-03
   12     18    0.5445904E-03
   13      7    0.7069271E-03
   13      8    0.2052030E-03
   13      9    0.2621660E-04
   13     10    0.3559425E-06
   13     13   -0.1682605E-02
   13     14   -0.5766926E-03
   13     15   -0.8279427E-04
   13     16    0.6766867E-05
   13     19    0.9088362E-03
   13     20    0.3622205E-03
   13     21    0.6207530E-04
   13     22   -0.6035097E-05
   14      7    0.2470138E-03
   14      8    0.6930111E-03
   14      9    0.1897768E-03
   14     10    0.2456575E-04
   14     11    0.1770886E-05
